Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Age,Price_per_Unit_Weight,Item_Visibility_Log,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Non_Consumable,Item_Fat_Content_Regular,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Category_Food,Item_Category_Non-Consumable,Outlet_Age_Category_Mid,Outlet_Age_Category_Old
NCV30,20.2,0.066200667,Household,61.451,3,2009,126.502,16,3.0421287128712873,0.06410155099252188,False,True,False,1,False,True,False,False,True,False,True,True,False
FDG33,5.365,0.245542627,Seafood,172.2764,4,1985,171.7764,40,32.11116495806151,0.2195712799437562,False,False,False,0,True,False,True,False,False,True,False,False,True
FDO10,13.65,0.0127517,Snack Foods,55.5588,8,1997,1603.2464,28,4.070241758241758,0.012671081697131109,True,False,False,0,True,False,True,False,False,True,False,False,True
FDQ03,15.0,0.077949334,Meat,238.7248,1,1987,2133.2232,38,15.914986666666666,0.0750604713822708,True,False,False,0,True,False,False,False,True,True,False,False,True
NCC55,10.695,0.064022881,Household,36.0848,3,2009,372.848,16,3.3739878447872838,0.06205689538747804,False,True,False,1,False,True,False,False,True,False,True,True,False
FDD52,18.25,0.182407266,Dairy,109.157,5,1985,1867.569,40,5.981205479452054,0.16755241632147116,False,False,True,0,True,True,False,False,True,True,False,False,True
FDI16,14.0,0.136328794,Frozen Foods,54.864,3,2009,319.584,16,3.9188571428571426,0.12780270975981825,False,True,False,0,True,True,False,False,True,True,False,True,False
FDB44,6.655,0.016958832,Fruits and Vegetables,210.0586,8,1997,4221.172,28,31.564027047332832,0.016816636404417423,True,False,False,0,False,False,True,False,False,True,False,False,True
FDA25,16.5,0.068125756,Canned,101.199,8,1997,1031.99,28,6.133272727272727,0.06590548266979665,True,False,False,0,True,False,True,False,False,True,False,False,True
FDV33,9.6,0.02734361,Snack Foods,257.8304,8,1997,1808.3128,28,26.857333333333333,0.026976451424428532,True,False,False,0,True,False,True,False,False,True,False,False,True
FDX47,6.55,0.034658144,Breads,155.8288,9,1999,1099.9016,26,23.79065648854962,0.03407107650553536,True,False,False,0,True,True,False,False,False,True,False,False,True
FDO50,16.25,0.057792343,Canned,89.8804,2,2007,1102.5648,18,5.531101538461538,0.05618404101511105,True,False,False,0,False,False,True,True,False,True,False,True,False
FDV57,15.25,0.065841719,Snack Foods,179.866,1,1987,2696.49,38,11.794491803278689,0.06376483348094852,True,False,False,0,True,False,False,False,True,True,False,False,True
FDB02,9.695,0.029158763,Canned,174.537,6,2004,1235.059,21,18.00278494069108,0.02874173358038367,True,False,False,0,True,False,True,True,False,True,False,True,False
FDD16,20.5,0.063649582,Frozen Foods,74.7696,4,1985,74.5696,40,3.6472975609756095,0.061705996449486405,False,False,False,0,False,False,True,False,False,True,False,False,True
FDX02,16.0,0.05706009,Dairy,225.0404,8,1997,4950.8888,28,14.065025,0.05549155484649157,True,False,False,0,False,False,True,False,False,True,False,False,True
FDP11,15.85,0.11566015,Breads,218.3166,0,1998,435.4332,27,13.773917981072556,0.10944629249233279,False,False,False,0,False,False,True,False,True,True,False,False,True
FDH32,12.8,0.075691713,Fruits and Vegetables,98.241,5,1985,2220.443,40,7.675078125,0.07296390860538024,False,False,True,0,False,True,False,False,True,True,False,False,True
NCL18,18.85,0.167844438,Household,193.9136,9,1999,3110.6176,26,10.287193633952255,0.15515968889207107,True,False,False,1,False,True,False,False,False,False,True,False,True
FDT12,6.215,0.049722335,Baking Goods,224.5062,7,2002,4514.124,23,36.12328238133548,0.04852568634111141,True,False,False,0,True,False,True,True,False,True,False,True,False
FDD50,18.849999999999998,0.14095631,Canned,167.7132,5,1985,3889.6036,40,8.897251989389922,0.13186677917398973,False,False,True,0,False,True,False,False,True,True,False,False,True
NCU05,11.8,0.058827557,Health and Hygiene,80.8618,9,1999,1288.9888,26,6.852694915254237,0.05716221766604739,True,False,False,1,False,True,False,False,False,False,True,False,True
FDI56,7.325,0.093765794,Fruits and Vegetables,90.3146,3,2009,1733.0774,16,12.329638225255973,0.08962659881399947,False,True,False,0,False,True,False,False,True,True,False,True,False
DRL11,10.5,0.048092816,Hard Drinks,159.2946,9,1999,1893.5352,26,15.170914285714286,0.046972146862708675,True,False,False,0,False,True,False,False,False,False,False,False,True
FDQ08,15.7,0.018968743,Fruits and Vegetables,61.9536,7,2002,1225.072,23,3.9460891719745224,0.018791079579742433,True,False,False,0,True,False,True,True,False,True,False,True,False
FDW20,20.75,0.024032484,Fruits and Vegetables,124.973,5,1985,2463.46,40,6.022795180722891,0.023748248770413222,False,False,True,0,False,True,False,False,True,True,False,False,True
FDW46,13.0,0.070444232,Snack Foods,63.4484,7,2002,1043.9744,23,4.880646153846154,0.06807373240801583,True,False,False,0,True,False,True,True,False,True,False,True,False
FDO09,13.5,0.125469442,Snack Foods,264.491,9,1999,6574.775,26,19.591925925925924,0.1182002303963322,True,False,False,0,True,True,False,False,False,True,False,False,True
DRJ49,6.865,0.01405025,Soft Drinks,128.9652,3,2009,1679.1476,16,18.785899490167516,0.013952460154140613,False,True,False,0,False,True,False,False,True,False,False,True,False
FDP26,7.785,0.139436695,Dairy,103.0306,1,1987,2404.2038,38,13.234502247912653,0.13053401309234966,True,False,False,0,False,False,False,False,True,True,False,False,True
FDO19,17.7,0.016593506,Fruits and Vegetables,46.9034,6,2004,972.068,21,2.649909604519774,0.01645733805039576,True,False,False,0,True,False,True,True,False,True,False,True,False
NCG43,20.2,0.124261614,Household,93.6462,0,1998,277.6386,27,4.635950495049505,0.11712647705783831,False,False,False,1,False,False,True,False,True,False,True,False,True
FDG02,7.855,0.011261165,Canned,189.5188,8,1997,1904.188,28,24.127154678548692,0.01119823012071543,True,False,False,0,False,False,True,False,False,True,False,False,True
FDO32,6.36,0.120520818,Fruits and Vegetables,45.906,6,2004,419.454,21,7.217924528301886,0.11379359329196506,True,False,False,0,False,False,True,True,False,True,False,True,False
FDR34,17.0,0.015965308,Snack Foods,229.4352,8,1997,4809.7392,28,13.496188235294118,0.015839202904022177,True,False,False,0,True,False,True,False,False,True,False,False,True
FDU59,5.78,0.096386227,Breads,163.5552,8,1997,1787.0072,28,28.296747404844293,0.09201952334643067,True,False,False,0,False,False,True,False,False,True,False,False,True
FDN31,11.5,0.073029341,Fruits and Vegetables,187.953,7,2002,2656.542,23,16.343739130434784,0.07048580810228464,True,False,False,0,False,False,True,True,False,True,False,True,False
FDT55,13.6,0.043443753,Fruits and Vegetables,158.1946,5,1985,6942.9624,40,11.631955882352942,0.04252654383030338,False,False,True,0,True,True,False,False,True,True,False,False,True
FDE08,18.2,0.049520593,Fruits and Vegetables,147.3734,3,2009,2375.5744,16,8.097439560439561,0.048333481810677884,False,True,False,0,False,True,False,False,True,True,False,True,False
FDK52,18.25,0.079152918,Frozen Foods,223.8062,1,1987,4288.4178,38,12.263353424657534,0.0761763981991709,True,False,False,0,False,False,False,False,True,True,False,False,True
FDW11,12.6,0.048741487,Breads,60.4194,1,1987,990.7104,38,4.795190476190476,0.04759086148385443,True,False,False,0,False,False,False,False,True,True,False,False,True
FDC03,8.575,0.071958197,Dairy,195.3794,9,1999,3511.4292,26,22.784769679300293,0.06948706655245147,True,False,False,0,True,True,False,False,False,True,False,False,True
FDR43,18.2,0.162147349,Fruits and Vegetables,37.719,3,2009,549.285,16,2.0724725274725277,0.15026945675880204,False,True,False,0,False,True,False,False,True,True,False,True,False
FDL14,8.115,0.05382735,Canned,155.2972,0,1998,311.5944,27,19.13705483672212,0.05242863214765968,False,False,False,0,True,False,True,False,True,True,False,False,True
FDP39,12.65,0.069565759,Meat,52.4324,7,2002,571.2564,23,4.144853754940711,0.06725273339115305,True,False,False,0,False,False,True,True,False,True,False,True,False
FDG29,17.6,0.056019324,Frozen Foods,40.0454,5,1985,419.454,40,2.275306818181818,0.05450648435906488,False,False,True,0,False,True,False,False,True,True,False,False,True
DRH15,8.775,0.109911272,Dairy,41.9428,8,1997,1537.998,28,4.779806267806268,0.10428007699412446,True,False,False,0,False,False,True,False,False,False,False,False,True
FDT11,5.94,0.029366813,Breads,187.7556,6,2004,3755.112,21,31.608686868686863,0.028943868548376297,True,False,False,0,True,False,True,True,False,True,False,True,False
FDU48,18.85,0.055347985,Baking Goods,131.5284,6,2004,1581.9408,21,6.977633952254641,0.05387055614348372,True,False,False,0,False,False,True,True,False,True,False,True,False
FDY12,9.8,0.057792343,Baking Goods,49.2008,1,1987,657.8104,38,5.020489795918367,0.05618404101511105,True,False,False,0,True,False,False,False,True,True,False,False,True
FDS44,12.65,0.156926608,Fruits and Vegetables,238.3538,2,2007,5528.1374,18,18.842197628458496,0.14576701318315888,True,False,False,0,True,False,True,True,False,True,False,True,False
NCP06,20.7,0.039405676,Household,149.8366,3,2009,2267.049,16,7.23848309178744,0.038649084420088,False,True,False,1,False,True,False,False,True,False,True,True,False
DRH23,14.65,0.170176516,Hard Drinks,55.2614,1,1987,718.3982,38,3.772109215017065,0.1571546058062442,True,False,False,0,False,False,False,False,True,False,False,False,True
FDA16,6.695,0.033777629,Frozen Foods,222.8456,5,1985,7073.4592,40,33.28537714712472,0.033219693963538556,False,False,True,0,False,True,False,False,True,True,False,False,True
FDT45,15.85,0.057546914,Snack Foods,55.8956,3,2009,491.3604,16,3.5265362776025238,0.05595199407484923,False,True,False,0,False,True,False,False,True,True,False,True,False
FDE56,17.25,0.160095901,Fruits and Vegetables,61.5194,2,2007,1052.6298,18,3.566342028985507,0.14850267497688843,True,False,False,0,True,False,True,True,False,True,False,True,False
FDA40,16.0,0.099832728,Frozen Foods,87.4856,2,2007,263.6568,18,5.46785,0.09515810278665592,True,False,False,0,True,False,True,True,False,True,False,True,False
FDA39,6.32,0.012717946,Meat,40.2822,8,1997,628.5152,28,6.373765822784811,0.012637752143099252,True,False,False,0,False,False,True,False,False,True,False,False,True
NCB19,6.525,0.090278634,Household,86.7882,6,2004,1975.4286,21,13.30087356321839,0.08643329109683984,True,False,False,1,False,False,True,True,False,False,True,True,False
FDZ34,6.695,0.057792343,Starchy Foods,191.882,1,1987,3861.64,38,28.6604929051531,0.05618404101511105,True,False,False,0,False,False,False,False,True,True,False,False,True
FDV22,14.85,0.009958941,Snack Foods,157.963,7,2002,2816.334,23,10.637239057239057,0.009909677551586291,True,False,False,0,True,False,True,True,False,True,False,True,False
FDO40,17.1,0.032678839,Frozen Foods,150.7392,9,1999,3131.9232,26,8.815157894736842,0.03215624053921523,True,False,False,0,False,True,False,False,False,True,False,False,True
FDD21,10.3,0.057792343,Fruits and Vegetables,115.0176,1,1987,4122.6336,38,11.166757281553398,0.05618404101511105,True,False,False,0,True,False,False,False,True,True,False,False,True
FDO36,19.7,0.077849003,Baking Goods,179.166,1,1987,3056.022,38,9.094720812182741,0.07496739124731527,True,False,False,0,False,False,False,False,True,True,False,False,True
FDV34,10.695,0.011443222,Snack Foods,73.5038,9,1999,1478.076,26,6.872725572697522,0.011378243573656665,True,False,False,0,True,True,False,False,False,True,False,False,True
NCY18,7.285,0.031214809,Household,177.1054,7,2002,2626.581,23,24.310967741935485,0.030737533478435466,True,False,False,1,False,False,True,True,False,False,True,True,False
NCM54,17.7,0.051146565,Household,127.3678,3,2009,3306.3628,16,7.195920903954803,0.04988153507416012,False,True,False,1,False,True,False,False,True,False,True,True,False
FDB59,18.25,0.015302653,Snack Foods,198.0084,9,1999,793.6336,26,10.849775342465753,0.015186748342408067,True,False,False,0,False,True,False,False,False,True,False,False,True
FDS45,5.175,0.04937018,Snack Foods,106.7622,0,1998,211.7244,27,20.630376811594203,0.0481901556288752,False,False,False,0,True,False,True,False,True,True,False,False,True
FDV24,5.635,0.057792343,Baking Goods,148.705,9,1999,1198.44,26,26.389529724933453,0.05618404101511105,True,False,False,0,False,True,False,False,False,True,False,False,True
FDD46,6.035,0.236433601,Snack Foods,155.5998,0,1998,153.7998,27,25.78289975144987,0.21223110738665388,False,False,False,0,False,False,True,False,True,True,False,False,True
FDQ39,14.8,0.081372267,Meat,191.4846,3,2009,3057.3536,16,12.938148648648648,0.07823085217732759,False,True,False,0,False,True,False,False,True,True,False,True,False
FDD52,18.25,0.18329488,Dairy,111.657,8,1997,1537.998,28,6.118191780821918,0.16830281851656773,True,False,False,0,True,False,True,False,False,True,False,False,True
FDL39,16.1,0.06358934,Dairy,179.4318,3,2009,360.8636,16,11.144832298136645,0.06164935777162744,False,True,False,0,True,True,False,False,True,True,False,True,False
FDV02,16.75,0.060792265,Dairy,170.4106,3,2009,513.3318,16,10.173767164179104,0.05901604875621001,False,True,False,0,False,True,False,False,True,True,False,True,False
FDE11,17.7,0.057792343,Starchy Foods,184.3924,8,1997,4257.1252,28,10.417649717514125,0.05618404101511105,True,False,False,0,True,False,True,False,False,True,False,False,True
NCU54,8.88,0.098775709,Household,208.927,9,1999,7130.718,26,23.527815315315312,0.09419656815079225,True,False,False,1,False,True,False,False,False,False,True,False,True
FDR43,18.2,0.270300331,Fruits and Vegetables,38.319,0,1998,109.857,27,2.1054395604395606,0.2392533536156137,False,False,False,0,False,False,True,False,True,True,False,False,True
FDD51,11.15,0.119852889,Dairy,44.9744,1,1987,498.0184,38,4.033578475336323,0.1131973275728109,True,False,False,0,False,False,False,False,True,True,False,False,True
FDO60,20.0,0.034563936,Baking Goods,45.3086,2,2007,490.6946,18,2.26543,0.03398002006362354,True,False,False,0,False,False,True,True,False,True,False,True,False
NCS06,7.935,0.031710329,Household,263.091,1,1987,5522.811,38,33.15576559546314,0.031217938705365284,True,False,False,1,False,False,False,False,True,False,True,False,True
FDX50,20.1,0.074778547,Dairy,110.7228,7,2002,1657.842,23,5.508597014925373,0.07211463756743905,True,False,False,0,False,False,True,True,False,True,False,True,False
FDQ55,13.65,0.013035609,Fruits and Vegetables,114.7834,6,2004,3455.502,21,8.409040293040293,0.012951376672420425,True,False,False,0,True,False,True,True,False,True,False,True,False
FDL52,6.635,0.046277956,Frozen Foods,36.7506,3,2009,75.9012,16,5.538899773926149,0.045239062655728975,False,True,False,0,True,True,False,False,True,True,False,True,False
FDK52,18.25,0.0793795,Frozen Foods,226.1062,7,2002,6771.186,23,12.389380821917808,0.07638633898944373,True,False,False,0,False,False,True,True,False,True,False,True,False
NCO02,11.15,0.073783159,Others,66.0142,2,2007,988.713,18,5.9205560538116595,0.07118807532960945,True,False,False,1,False,False,True,True,False,False,True,True,False
NCO30,19.5,0.01572192,Household,185.6608,6,2004,918.804,21,9.521066666666666,0.015599610905992158,True,False,False,1,False,False,True,True,False,False,True,True,False
FDA33,6.48,0.033952603,Snack Foods,148.2076,9,1999,3399.5748,26,22.871543209876545,0.033388936544325704,True,False,False,0,False,True,False,False,False,True,False,False,True
FDB12,11.15,0.105220024,Baking Goods,102.7648,1,1987,1142.5128,38,9.216573991031389,0.10004443189069019,True,False,False,0,True,False,False,False,True,True,False,False,True
FDT40,5.985,0.095715608,Frozen Foods,125.8678,1,1987,3560.6984,38,21.030543024227235,0.09140767310278437,True,False,False,0,False,False,False,False,True,True,False,False,True
NCO05,7.27,0.046822808,Health and Hygiene,99.3384,2,2007,2759.0752,18,13.664154057771665,0.04575967974371403,True,False,False,1,False,False,True,True,False,False,True,True,False
FDR32,6.78,0.057792343,Fruits and Vegetables,227.5694,9,1999,3653.9104,26,33.56480825958702,0.05618404101511105,True,False,False,0,True,True,False,False,False,True,False,False,True
FDM04,9.195,0.04731256,Frozen Foods,50.7666,3,2009,512.666,16,5.52110929853181,0.046227416468295146,False,True,False,0,True,True,False,False,True,True,False,True,False
DRL01,19.5,0.077108099,Soft Drinks,232.8958,1,1987,5608.6992,38,11.94337435897436,0.07427976361101016,True,False,False,0,True,False,False,False,True,False,False,False,True
FDQ56,6.59,0.106027474,Fruits and Vegetables,83.9908,3,2009,1426.1436,16,12.745189681335356,0.10077474365960656,False,True,False,0,False,True,False,False,True,True,False,True,False
FDH08,7.51,0.01742908,Fruits and Vegetables,229.601,8,1997,6201.927,28,30.572703062583223,0.017278935659737753,True,False,False,0,False,False,True,False,False,True,False,False,True
NCQ06,13.0,0.073229342,Household,254.1014,4,1985,255.0014,40,19.54626153846154,0.07067217985901934,False,False,False,1,False,False,True,False,False,False,True,False,True
FDG16,15.25,0.157257637,Frozen Foods,215.0192,4,1985,1078.596,40,14.099619672131148,0.1460531001729679,False,False,False,0,False,False,True,False,False,True,False,False,True
FDZ40,8.935,0.039988162,Frozen Foods,55.7298,5,1985,1024.6662,40,6.237246782316731,0.03920933039619027,False,False,True,0,False,True,False,False,True,True,False,False,True
FDY51,12.5,0.081119484,Meat,220.0798,6,2004,1322.2788,21,17.606384000000002,0.0779970635387957,True,False,False,0,False,False,True,True,False,True,False,True,False
NCN41,17.0,0.052421981,Health and Hygiene,123.773,3,2009,1231.73,16,7.280764705882353,0.051094156510919676,False,True,False,1,False,True,False,False,True,False,True,True,False
NCM17,7.93,0.070791391,Health and Hygiene,46.4086,5,1985,2007.387,40,5.852282471626734,0.06839799284840159,False,False,True,1,False,True,False,False,True,False,True,False,True
FDP39,12.65,0.069817659,Meat,53.5324,2,2007,830.9184,18,4.231810276679842,0.06748822180248193,True,False,False,0,False,False,True,True,False,True,False,True,False
FDZ08,12.5,0.109971578,Fruits and Vegetables,82.7592,6,2004,577.9144,21,6.620736000000001,0.10433440959101338,True,False,False,0,True,False,True,True,False,True,False,True,False
FDU03,18.7,0.091950972,Meat,184.2292,3,2009,1277.0044,16,9.851828877005348,0.08796597887889583,False,True,False,0,True,True,False,False,True,True,False,True,False
FDZ49,11.0,0.133145617,Canned,218.4798,8,1997,2203.798,28,19.861800000000002,0.12499749717667819,True,False,False,0,True,False,True,False,False,True,False,False,True
NCX30,16.7,0.046609281,Household,248.6776,4,1985,495.3552,40,14.890874251497006,0.04555568267892987,False,False,False,1,False,False,True,False,False,False,True,False,True
FDV08,7.35,0.028652919,Fruits and Vegetables,40.5454,7,2002,545.2902,23,5.516380952380953,0.028250100633974273,True,False,False,0,False,False,True,True,False,True,False,True,False
FDB15,10.895,0.136696892,Dairy,264.5568,1,1987,5536.7928,38,24.282404772831576,0.128126593476122,True,False,False,0,False,False,False,False,True,True,False,False,True
FDY49,17.2,0.012002075,Canned,165.3184,1,1987,990.7104,38,9.61153488372093,0.011930621258428661,True,False,False,0,True,False,False,False,True,True,False,False,True
FDF24,15.5,0.025513973,Baking Goods,83.7934,2,2007,1474.0812,18,5.406025806451614,0.025193923985984225,True,False,False,0,True,False,True,True,False,True,False,True,False
DRK47,7.905,0.064194304,Hard Drinks,229.4694,7,2002,2055.3246,23,29.028387096774193,0.062217990788435165,True,False,False,0,False,False,True,True,False,False,False,True,False
DRD37,9.8,0.013920032,Soft Drinks,45.006,2,2007,792.302,18,4.592448979591836,0.013824038153744687,True,False,False,0,False,False,True,True,False,False,False,True,False
FDH40,11.6,0.079251097,Frozen Foods,79.2276,3,2009,649.8208,16,6.829965517241379,0.07626737189953971,False,True,False,0,True,True,False,False,True,True,False,True,False
FDL12,15.85,0.121043709,Baking Goods,59.422,5,1985,1078.596,40,3.7490220820189273,0.11426013440928388,False,False,True,0,True,True,False,False,True,True,False,False,True
FDW11,12.6,0.048545853,Breads,60.1194,5,1985,1114.5492,40,4.7713809523809525,0.04740430240171415,False,False,True,0,False,True,False,False,True,True,False,False,True
NCE06,5.825,0.091467933,Household,159.7894,6,2004,1294.3152,21,27.431656652360513,0.08752351773983148,True,False,False,1,False,False,True,True,False,False,True,True,False
FDF32,16.35,0.057792343,Fruits and Vegetables,196.3426,3,2009,1384.1982,16,12.008721712538225,0.05618404101511105,False,True,False,0,False,True,False,False,True,True,False,True,False
DRI47,14.7,0.020916223,Hard Drinks,141.8128,6,2004,1869.5664,21,9.647129251700681,0.02070048194716953,True,False,False,0,False,False,True,True,False,False,False,True,False
DRA12,11.6,0.057792343,Soft Drinks,141.9154,6,2004,992.7078,21,12.234086206896553,0.05618404101511105,True,False,False,0,False,False,True,True,False,False,False,True,False
FDX45,16.75,0.104768536,Snack Foods,155.163,1,1987,2972.797,38,9.263462686567165,0.09963584334461996,True,False,False,0,False,False,False,False,True,True,False,False,True
FDR35,12.5,0.020680499,Breads,197.2742,1,1987,2587.9646,38,15.781936,0.020469560728980495,True,False,False,0,False,False,False,False,True,True,False,False,True
FDK03,12.6,0.123727659,Dairy,253.0356,0,1998,254.3356,27,20.082190476190476,0.11665142584967213,False,False,False,0,True,False,True,False,True,True,False,False,True
NCJ18,12.35,0.163805509,Household,117.6124,1,1987,3910.9092,38,9.52327125506073,0.151695246860437,True,False,False,1,False,False,False,False,True,False,True,False,True
FDN48,13.35,0.065082452,Baking Goods,93.0804,7,2002,2113.2492,23,6.972314606741573,0.06305221588294657,True,False,False,0,False,False,True,True,False,True,False,True,False
FDZ59,6.63,0.182128363,Baking Goods,165.65,4,1985,665.8,40,24.984917043740573,0.16731651122630334,False,False,False,0,True,False,True,False,False,True,False,False,True
FDB57,20.25,0.01871404,Fruits and Vegetables,223.4772,5,1985,7116.0704,40,11.035911111111112,0.018541086790431517,False,False,True,0,True,True,False,False,True,True,False,False,True
DRP35,18.85,0.159096908,Hard Drinks,129.3336,4,1985,127.8336,40,6.861198938992041,0.14764117432208337,False,False,False,0,False,False,True,False,False,False,False,False,True
FDZ59,6.63,0.103935018,Baking Goods,166.85,1,1987,5326.4,38,25.165912518853695,0.09888108561530956,True,False,False,0,True,False,False,False,True,True,False,False,True
FDU58,6.61,0.029129907,Snack Foods,188.4898,3,2009,4677.245,16,28.515854765506806,0.02871369475334986,False,True,False,0,True,True,False,False,True,True,False,True,False
FDL09,19.6,0.128011859,Snack Foods,166.8816,6,2004,1845.5976,21,8.514367346938775,0.12045666631847517,True,False,False,0,True,False,True,True,False,True,False,True,False
FDY38,13.6,0.119850541,Dairy,234.53,2,2007,6524.84,18,17.24485294117647,0.1131952308666412,True,False,False,0,True,False,True,True,False,True,False,True,False
FDI46,9.5,0.073985248,Snack Foods,252.5724,5,1985,3271.7412,40,26.58656842105263,0.07137626042436897,False,False,True,0,False,True,False,False,True,True,False,False,True
FDL03,19.25,0.027233781,Meat,197.511,2,2007,982.055,18,10.260311688311688,0.02686953990034994,True,False,False,0,True,False,True,True,False,True,False,True,False
DRC25,5.73,0.079440262,Soft Drinks,86.7882,4,1985,85.8882,40,15.146282722513089,0.07644263085881196,False,False,False,0,False,False,True,False,False,False,False,False,True
FDU60,20.0,0.060022526,Baking Goods,168.7132,7,2002,6426.3016,23,8.43566,0.0582901588415739,True,False,False,0,True,False,True,True,False,True,False,True,False
FDP25,15.2,0.02110482,Canned,217.0824,5,1985,6769.8544,40,14.281736842105264,0.020885197967783275,False,False,True,0,False,True,False,False,True,True,False,False,True
FDO57,20.75,0.181958524,Snack Foods,161.0578,0,1998,481.3734,27,7.761821686746988,0.1671728286897383,False,False,False,0,False,False,True,False,True,True,False,False,True
FDQ09,7.235,0.058222587,Snack Foods,114.8834,9,1999,3340.3186,26,15.878838977194194,0.05659069599644339,True,False,False,0,False,True,False,False,False,True,False,False,True
NCY05,13.5,0.054723717,Health and Hygiene,36.6874,5,1985,1058.622,40,2.717585185185185,0.053278853010721,False,False,True,1,False,True,False,False,True,False,True,False,True
FDA20,6.78,0.066724663,Fruits and Vegetables,187.724,9,1999,1491.392,26,27.687905604719763,0.06459289122199134,True,False,False,0,False,True,False,False,False,True,False,False,True
FDF16,7.3,0.144167934,Frozen Foods,146.3076,0,1998,886.8456,27,20.042136986301372,0.13467767763875318,False,False,False,0,False,False,True,False,True,True,False,False,True
NCG07,12.3,0.052458358,Household,188.753,1,1987,3795.06,38,15.345772357723575,0.051128720946084574,True,False,False,1,False,False,False,False,True,False,True,False,True
FDR46,16.85,0.139985583,Snack Foods,145.276,3,2009,2490.092,16,8.621721068249258,0.1310156158352085,False,True,False,0,False,True,False,False,True,True,False,True,False
FDP22,14.65,0.099286298,Snack Foods,49.8666,9,1999,563.9326,26,3.4038634812286688,0.0946611492295403,True,False,False,0,True,True,False,False,False,True,False,False,True
FDL45,15.6,0.037680711,Snack Foods,123.7704,6,2004,3129.26,21,7.934,0.036988137232375665,True,False,False,0,False,False,True,True,False,True,False,True,False
NCF42,17.35,0.168064909,Household,176.2712,3,2009,1230.3984,16,10.15972334293948,0.15534845563589852,False,True,False,1,False,True,False,False,True,False,True,True,False
FDD04,16.0,0.090111173,Dairy,141.3154,9,1999,3261.7542,26,8.8322125,0.08627968461804265,True,False,False,0,False,True,False,False,False,True,False,False,True
FDC45,17.0,0.136286138,Fruits and Vegetables,170.9106,3,2009,1197.7742,16,10.053564705882351,0.12776517062425738,False,True,False,0,False,True,False,False,True,True,False,True,False
FDI40,11.5,0.125857678,Frozen Foods,100.5358,7,2002,2111.2518,23,8.74224347826087,0.11854512563647705,True,False,False,0,True,False,True,True,False,True,False,True,False
FDQ11,5.695,0.067700925,Breads,256.5988,8,1997,2055.9904,28,45.05685689201053,0.0655076685499695,True,False,False,0,True,False,True,False,False,True,False,False,True
DRM48,15.2,0.112896669,Soft Drinks,36.0848,8,1997,1193.1136,28,2.374,0.10696622791162375,True,False,False,0,False,False,True,False,False,False,False,False,True
FDS12,9.1,0.173973652,Baking Goods,126.5362,1,1987,1761.7068,38,13.905076923076923,0.16039427822390506,True,False,False,0,False,False,False,False,True,True,False,False,True
FDR46,16.85,0.057792343,Snack Foods,146.076,2,2007,2636.568,18,8.66919881305638,0.05618404101511105,True,False,False,0,False,False,True,True,False,True,False,True,False
NCO02,11.15,0.073516952,Others,65.9142,7,2002,790.9704,23,5.911587443946187,0.07094012954876577,True,False,False,1,False,False,True,True,False,False,True,True,False
FDQ52,17.0,0.119285634,Frozen Foods,247.4434,1,1987,2980.1208,38,14.555494117647058,0.112690655023249,True,False,False,0,False,False,False,False,True,True,False,False,True
FDY28,7.47,0.153011599,Frozen Foods,215.2218,2,2007,3419.5488,18,28.8114859437751,0.1423773010802076,True,False,False,0,True,False,True,True,False,True,False,True,False
FDE32,20.7,0.04875891,Fruits and Vegetables,37.3506,8,1997,834.9132,28,1.804376811594203,0.04760747459155664,True,False,False,0,False,False,True,False,False,True,False,False,True
FDJ58,15.6,0.105276162,Snack Foods,173.2764,6,2004,3779.0808,21,11.10746153846154,0.1000952241068158,True,False,False,0,True,False,True,True,False,True,False,True,False
FDJ27,17.7,0.122123201,Meat,100.7674,7,2002,814.9392,23,5.693073446327683,0.11522260588523162,True,False,False,0,True,False,True,True,False,True,False,True,False
NCM18,13.0,0.082970667,Household,60.0194,9,1999,1114.5492,26,4.616876923076923,0.07970788270283455,True,False,False,1,False,True,False,False,False,False,True,False,True
FDA02,14.0,0.029782937,Dairy,146.3786,7,2002,866.8716,23,10.455614285714287,0.029348039255887613,True,False,False,0,True,False,True,True,False,True,False,True,False
FDT26,18.85,0.067953506,Dairy,119.044,8,1997,2396.88,28,6.315331564986737,0.06574420588251856,True,False,False,0,True,False,True,False,False,True,False,False,True
DRD60,15.7,0.03722507,Soft Drinks,182.4634,6,2004,1999.3974,21,11.621872611464969,0.03654894523484368,True,False,False,0,False,False,True,True,False,False,False,True,False
NCR18,15.85,0.020487625,Household,44.0112,8,1997,468.7232,28,2.7767318611987384,0.020280576785613718,True,False,False,1,False,False,True,False,False,False,True,False,True
FDO27,6.175,0.179077475,Meat,94.3752,8,1997,1342.2528,28,15.283433198380568,0.16473233186445763,True,False,False,0,True,False,True,False,False,True,False,False,True
FDP25,15.2,0.037131628,Canned,216.4824,4,1985,218.3824,40,14.242263157894739,0.036458852725533876,False,False,False,0,False,False,True,False,False,True,False,False,True
